0x7d435446213fb32fbcb8a1ebf9ce6c44f35e715f,6600000000000000000000,1651685509,3
0x80ff59d3518ca8954c5c2a642fc3d553486a9bbd,5000000000000000000000,1651697259,1
0x9efb5693496ca75f5db23c5505997c1f2f2456a7,1205000000000000000000,1651704017,3
0x2dcb1b6b0fb446ac70ed0dbbe88d949d3586a8ce,100000000000000000000,1651712777,3
0xa2c7948ade41665503cbc1a06bb0af4da4934c5e,9100000000000000000000,1651727597,3
0x94b9b40c487756b5dc3b78fa10c52ff9c6fc5da7,750000000000000000000,1651838944,3
0xf42f081ac661887dfff58063d451236661173ce7,34759000000000000000000,1651853447,2
0x23547d6a18e3a9ee9196e15f8383189b3f208893,15700000000000000000000,1651865173,2
0x1da8d7f70f61505e185e67f5975c93d1b1eb75dd,13766000000000000000000,1651881605,2
0xffd908da661e52d2d245916ef1ccc5d8b2e918dd,1100000000000000000000,1651899677,3
0x2771867e092dd7db262fa34fa5a2ba7090f3e939,1833000000000000000000,1651948362,3
0x60afa2c15f771cdfabd3c95b4e8dad9d5e852baf,300000000000000000000,1652579234,3